job_role,experience,notice_period,interview_time,past_reschedules,current_company_size,candidate_location,communication_score,expected_salary,scheduled_day_gap,no_show
Backend Developer,7.3,90,Morning,2,Mid-size,Same City,8.5,1202345,5,1
Data Analyst,3.0,30,Afternoon,0,Mid-size,Same City,3.2,1286853,1,0
Frontend Developer,8.3,30,Afternoon,0,Mid-size,Same City,4.9,1212217,17,0
Software Engineer,2.8,15,Afternoon,0,Mid-size,Same City,7.0,1030196,10,1
Data Analyst,8.7,30,Morning,0,Startup,Same City,4.9,1039480,12,0
QA Tester,1.1,30,Morning,0,Enterprise,Different City,5.0,588781,2,0
Backend Developer,7.0,30,Morning,1,Enterprise,Different City,1.6,541922,16,1
Data Analyst,5.4,60,Afternoon,0,Startup,Same City,4.6,1457073,15,1
Software Engineer,1.0,90,Morning,1,Startup,Different City,7.9,1012405,13,1
QA Tester,2.4,15,Morning,0,Enterprise,Different City,9.2,988748,18,1
Software Engineer,0.1,30,Morning,0,Mid-size,Same City,4.7,370918,14,0
Software Engineer,4.7,90,Morning,0,Mid-size,Different City,4.8,705618,18,1
QA Tester,3.0,15,Afternoon,0,Mid-size,Different City,7.3,1022793,2,0
Software Engineer,6.0,15,Evening,0,Startup,Same City,9.5,261957,2,0
QA Tester,3.0,15,Morning,3,Mid-size,Same City,3.4,1221120,3,1
Data Analyst,3.0,45,Afternoon,1,Mid-size,Same City,5.0,267829,5,0
QA Tester,7.4,15,Afternoon,0,Startup,Same City,8.2,396104,16,0
QA Tester,0.5,90,Afternoon,0,Mid-size,Different City,6.5,1398346,15,1
Backend Developer,9.0,30,Afternoon,2,Enterprise,Same City,2.0,280215,12,1
QA Tester,8.5,45,Afternoon,0,Mid-size,Different City,6.6,980002,9,1
QA Tester,6.7,30,Afternoon,0,Startup,Different City,2.7,1261806,14,0
Data Analyst,5.9,30,Morning,0,Mid-size,Same City,5.6,903980,16,1
Backend Developer,8.9,45,Afternoon,2,Enterprise,Same City,5.8,948408,11,1
Frontend Developer,1.9,60,Afternoon,0,Enterprise,Same City,8.9,1024474,6,1
Data Analyst,0.8,60,Morning,0,Mid-size,Same City,5.2,1271740,10,0
Data Analyst,2.4,45,Morning,2,Startup,Same City,3.5,456604,8,1
Frontend Developer,7.9,90,Evening,0,Enterprise,Same City,3.1,841002,16,1
QA Tester,0.3,60,Afternoon,0,Mid-size,Same City,8.9,547463,3,0
Software Engineer,5.8,60,Afternoon,0,Startup,Different City,2.5,893346,2,0
Backend Developer,10.0,15,Evening,2,Mid-size,Same City,4.8,528169,16,1
Software Engineer,8.6,15,Afternoon,0,Mid-size,Same City,2.7,259780,19,1
Frontend Developer,5.2,30,Afternoon,3,Mid-size,Same City,8.0,1059138,9,0
Data Analyst,0.6,45,Afternoon,1,Startup,Different City,5.3,948276,16,0
Data Analyst,8.3,30,Evening,0,Mid-size,Same City,4.2,325503,4,1
Backend Developer,6.0,30,Afternoon,3,Enterprise,Same City,4.2,411928,10,0
Data Analyst,1.1,60,Afternoon,0,Enterprise,Different City,8.7,1307755,19,1
Data Analyst,0.9,60,Morning,0,Enterprise,Same City,6.0,943983,13,1
Backend Developer,9.1,90,Evening,0,Enterprise,Same City,7.5,922947,18,0
Backend Developer,6.7,30,Afternoon,0,Startup,Same City,9.1,929093,15,0
Frontend Developer,8.3,45,Morning,0,Mid-size,Different City,9.1,1031570,4,1
Data Analyst,8.8,30,Evening,0,Mid-size,Same City,4.0,731522,9,0
Data Analyst,5.7,15,Afternoon,0,Enterprise,Same City,9.6,1421652,4,0
Frontend Developer,5.2,15,Morning,1,Startup,Same City,1.2,385047,16,0
QA Tester,4.3,30,Afternoon,0,Enterprise,Different City,4.4,587282,15,1
QA Tester,3.2,30,Afternoon,3,Mid-size,Same City,9.1,950823,2,0
QA Tester,4.3,60,Evening,0,Enterprise,Same City,3.5,423226,14,1
Frontend Developer,7.7,15,Morning,0,Startup,Different City,3.5,761559,3,0
Data Analyst,6.0,45,Evening,0,Startup,Same City,3.7,366905,4,0
Frontend Developer,8.9,45,Afternoon,0,Enterprise,Different City,6.5,1327406,1,0
Frontend Developer,4.4,30,Morning,0,Startup,Different City,4.9,542753,9,0
QA Tester,6.1,30,Evening,1,Enterprise,Different City,7.5,791689,17,1
Software Engineer,6.3,30,Afternoon,2,Startup,Same City,9.1,670945,14,1
Data Analyst,5.9,45,Morning,3,Mid-size,Same City,7.1,1139912,17,1
QA Tester,7.0,30,Afternoon,0,Mid-size,Different City,2.8,1416854,1,0
Software Engineer,2.4,15,Evening,2,Mid-size,Different City,9.4,950527,10,0
Software Engineer,5.1,15,Morning,0,Mid-size,Same City,3.4,475253,16,0
Backend Developer,1.0,45,Morning,0,Mid-size,Different City,2.3,439243,19,1
Data Analyst,3.8,90,Morning,2,Startup,Same City,1.8,731312,3,1
Software Engineer,4.9,30,Morning,0,Startup,Same City,6.1,387719,12,0
QA Tester,6.5,45,Afternoon,0,Mid-size,Same City,2.0,533650,3,1
Backend Developer,9.5,45,Afternoon,0,Mid-size,Different City,2.2,495221,15,1
Data Analyst,6.0,90,Morning,0,Enterprise,Same City,3.7,1322643,17,0
Frontend Developer,7.4,60,Morning,1,Mid-size,Same City,3.5,1296371,18,1
QA Tester,5.1,45,Morning,0,Mid-size,Different City,6.4,642963,7,0
Software Engineer,6.3,45,Evening,3,Mid-size,Same City,8.4,504770,19,1
Software Engineer,0.7,60,Morning,0,Startup,Same City,7.9,803616,7,0
QA Tester,2.5,30,Evening,0,Mid-size,Same City,3.4,1114144,5,0
Software Engineer,3.6,30,Afternoon,0,Enterprise,Same City,3.2,302832,8,0
Backend Developer,4.7,15,Morning,0,Enterprise,Same City,9.7,1341347,16,1
Data Analyst,0.5,60,Evening,0,Mid-size,Different City,1.1,347421,16,0
Backend Developer,1.4,60,Afternoon,1,Mid-size,Same City,8.9,1476163,19,0
Software Engineer,2.8,15,Afternoon,2,Enterprise,Different City,2.8,838826,15,0
Frontend Developer,9.7,45,Evening,2,Mid-size,Same City,9.5,540299,7,1
Data Analyst,3.3,30,Morning,1,Startup,Same City,4.1,1025817,5,0
Data Analyst,4.8,15,Morning,2,Startup,Same City,5.0,399360,11,0
QA Tester,2.0,90,Afternoon,0,Mid-size,Same City,7.4,468023,10,0
QA Tester,6.1,30,Morning,1,Enterprise,Same City,6.3,941445,9,0
Frontend Developer,2.8,15,Morning,0,Mid-size,Same City,3.9,1293904,1,0
Data Analyst,2.1,45,Morning,0,Startup,Same City,6.0,785539,1,0
Frontend Developer,5.2,45,Morning,0,Startup,Same City,7.6,1400996,8,0
QA Tester,0.1,15,Afternoon,0,Enterprise,Same City,1.4,521767,3,0
QA Tester,0.1,45,Morning,0,Enterprise,Same City,1.1,467544,2,0
Data Analyst,2.2,45,Afternoon,3,Mid-size,Different City,5.1,518267,4,1
Backend Developer,0.4,15,Afternoon,0,Mid-size,Same City,2.2,1404969,19,0
Software Engineer,1.1,15,Afternoon,0,Startup,Same City,7.0,1028504,11,0
QA Tester,3.4,45,Morning,0,Enterprise,Different City,2.9,1138467,5,1
QA Tester,8.0,30,Afternoon,0,Enterprise,Different City,4.9,440690,10,0
Backend Developer,5.7,90,Morning,0,Startup,Same City,2.8,1195955,8,1
Backend Developer,5.1,60,Afternoon,0,Enterprise,Same City,5.9,1118329,13,0
Frontend Developer,2.9,90,Evening,0,Startup,Same City,2.0,630149,5,0
Frontend Developer,9.3,30,Afternoon,0,Startup,Same City,1.2,335141,12,1
Software Engineer,4.0,90,Afternoon,1,Startup,Different City,1.5,741008,13,1
Software Engineer,0.9,30,Afternoon,1,Startup,Different City,9.6,982228,8,1
Data Analyst,6.2,30,Morning,0,Mid-size,Same City,2.3,1262516,15,0
Frontend Developer,1.1,15,Evening,0,Mid-size,Different City,7.4,1463138,13,1
QA Tester,3.5,15,Evening,0,Mid-size,Same City,1.6,1344633,1,0
Frontend Developer,5.1,45,Morning,1,Mid-size,Same City,2.0,461818,6,1
QA Tester,8.7,30,Afternoon,0,Startup,Different City,5.6,1240604,11,0
Backend Developer,4.9,30,Evening,0,Startup,Same City,5.2,946403,13,0
Frontend Developer,7.0,45,Evening,1,Mid-size,Different City,9.6,417659,1,0
Backend Developer,9.9,30,Afternoon,0,Mid-size,Different City,9.5,763993,11,1
Software Engineer,1.3,45,Afternoon,0,Startup,Same City,8.0,1237358,11,0
Software Engineer,2.7,30,Morning,0,Enterprise,Same City,6.4,760684,8,0
Data Analyst,3.9,60,Evening,2,Enterprise,Same City,5.1,851303,3,1
Frontend Developer,4.2,60,Morning,2,Enterprise,Same City,4.2,1437046,19,1
Backend Developer,4.1,30,Afternoon,1,Mid-size,Same City,9.5,1200697,12,0
QA Tester,9.1,30,Morning,0,Startup,Same City,6.4,799633,6,0
Software Engineer,7.1,30,Morning,0,Mid-size,Different City,6.2,979695,8,0
Software Engineer,6.1,60,Afternoon,3,Startup,Same City,3.1,1226700,5,1
QA Tester,3.1,30,Evening,3,Mid-size,Same City,1.4,1452701,10,1
Backend Developer,8.2,30,Morning,0,Startup,Same City,9.5,1030912,16,0
Backend Developer,9.6,15,Afternoon,1,Enterprise,Different City,3.8,1267932,12,1
Frontend Developer,8.2,30,Morning,0,Startup,Same City,5.0,648231,17,0
Frontend Developer,0.0,30,Morning,0,Enterprise,Same City,2.0,563260,6,0
Data Analyst,6.4,60,Afternoon,1,Enterprise,Different City,8.5,403023,9,1
Software Engineer,0.5,30,Afternoon,0,Mid-size,Same City,1.2,479351,10,0
Frontend Developer,2.6,30,Morning,2,Enterprise,Same City,8.5,566575,14,0
Backend Developer,0.6,60,Morning,0,Mid-size,Different City,2.3,1047163,14,0
QA Tester,6.0,60,Morning,0,Enterprise,Same City,9.0,924104,17,0
Backend Developer,6.9,30,Morning,2,Mid-size,Different City,7.6,626756,16,1
Software Engineer,1.1,30,Evening,2,Enterprise,Same City,2.5,778222,4,0
Backend Developer,3.8,30,Evening,0,Mid-size,Same City,6.1,1375521,2,1
Data Analyst,4.6,90,Morning,0,Enterprise,Different City,3.8,1025842,16,1
Software Engineer,3.7,15,Afternoon,0,Mid-size,Same City,2.6,1166875,1,0
QA Tester,1.2,90,Evening,0,Mid-size,Different City,8.7,871234,3,1
Data Analyst,4.2,45,Morning,3,Enterprise,Different City,4.6,389244,11,1
Software Engineer,7.5,45,Evening,2,Enterprise,Different City,4.6,971673,16,1
QA Tester,0.7,15,Evening,0,Mid-size,Different City,2.5,1428350,18,0
Data Analyst,0.8,30,Morning,0,Startup,Same City,4.4,743938,15,0
Data Analyst,3.5,30,Morning,0,Mid-size,Different City,8.8,739922,9,1
Software Engineer,9.4,15,Evening,2,Enterprise,Same City,4.3,1384573,12,1
Frontend Developer,6.7,45,Afternoon,0,Enterprise,Same City,9.6,491830,18,0
Data Analyst,6.8,90,Morning,0,Enterprise,Different City,9.5,388876,5,1
Data Analyst,3.6,45,Morning,0,Startup,Same City,2.3,1278831,8,0
QA Tester,5.9,45,Afternoon,0,Mid-size,Same City,2.6,1215098,3,0
Backend Developer,0.1,15,Afternoon,0,Mid-size,Same City,8.8,459820,2,0
Software Engineer,6.4,30,Afternoon,0,Enterprise,Same City,4.5,861477,19,0
Software Engineer,9.1,15,Evening,2,Startup,Different City,1.0,579669,8,1
Frontend Developer,6.1,45,Morning,2,Enterprise,Same City,3.5,873536,2,1
Frontend Developer,8.7,90,Afternoon,1,Mid-size,Same City,6.4,798892,19,1
Software Engineer,7.2,45,Afternoon,0,Startup,Different City,8.2,943278,1,0
Frontend Developer,1.2,15,Afternoon,0,Mid-size,Same City,2.2,379716,13,1
QA Tester,9.0,30,Morning,0,Startup,Same City,2.0,411919,17,0
Software Engineer,0.7,45,Evening,0,Mid-size,Same City,9.3,784968,3,0
Frontend Developer,5.3,30,Evening,2,Startup,Same City,7.8,345619,9,0
Software Engineer,1.4,60,Afternoon,0,Startup,Same City,6.3,305037,5,0
Backend Developer,0.1,60,Afternoon,0,Enterprise,Different City,7.9,874257,6,0
Data Analyst,4.2,45,Morning,2,Startup,Same City,4.9,1409691,4,0
Software Engineer,3.0,30,Afternoon,3,Startup,Different City,7.8,308914,17,1
Data Analyst,4.9,30,Afternoon,0,Mid-size,Different City,4.3,1405831,16,0
Frontend Developer,5.8,15,Afternoon,0,Mid-size,Same City,3.2,784637,16,0
Data Analyst,0.4,30,Evening,0,Enterprise,Same City,7.6,456068,11,1
Software Engineer,1.2,30,Afternoon,0,Mid-size,Same City,4.8,1202057,2,0
Backend Developer,5.6,45,Morning,0,Enterprise,Same City,9.8,802813,17,0
Frontend Developer,3.4,45,Afternoon,0,Mid-size,Different City,4.1,788786,15,0
Software Engineer,7.3,15,Morning,3,Startup,Same City,9.3,1186495,18,1
Frontend Developer,6.5,30,Morning,0,Startup,Same City,9.4,309790,10,0
QA Tester,8.5,15,Morning,0,Mid-size,Same City,3.2,276245,6,0
Data Analyst,6.9,15,Afternoon,0,Mid-size,Same City,8.2,1429886,16,0
QA Tester,4.3,60,Afternoon,0,Enterprise,Same City,4.9,1187424,5,0
Software Engineer,6.7,15,Afternoon,2,Mid-size,Same City,9.3,296659,12,1
Backend Developer,2.8,30,Afternoon,0,Mid-size,Same City,5.1,849162,6,0
Frontend Developer,3.1,15,Afternoon,0,Startup,Same City,7.7,554661,14,0
Data Analyst,7.9,60,Morning,0,Startup,Same City,5.2,900906,16,0
Frontend Developer,4.5,45,Evening,1,Mid-size,Different City,3.1,850173,7,1
Software Engineer,8.0,30,Morning,0,Mid-size,Same City,2.8,820638,2,1
Frontend Developer,8.2,45,Morning,1,Mid-size,Same City,4.8,1028539,6,0
Data Analyst,8.6,45,Afternoon,0,Startup,Same City,7.8,1195778,9,0
Software Engineer,9.2,90,Morning,0,Mid-size,Same City,6.4,557157,7,1
Frontend Developer,4.3,30,Morning,0,Enterprise,Different City,7.2,1011563,2,0
Backend Developer,3.2,60,Afternoon,2,Startup,Same City,3.5,289913,19,0
Software Engineer,5.8,90,Afternoon,2,Mid-size,Same City,5.3,332168,8,0
Software Engineer,3.7,90,Afternoon,0,Enterprise,Different City,1.4,1270131,11,1
Backend Developer,6.0,45,Evening,0,Mid-size,Different City,8.4,970270,4,0
QA Tester,7.1,45,Afternoon,0,Mid-size,Same City,9.9,646076,16,1
Data Analyst,6.9,30,Evening,0,Startup,Same City,4.7,299875,18,0
QA Tester,3.7,60,Morning,0,Mid-size,Different City,1.1,395991,13,0
Frontend Developer,1.7,45,Afternoon,2,Startup,Same City,2.5,1308162,5,0
Backend Developer,4.3,45,Evening,2,Enterprise,Different City,6.9,301986,2,0
QA Tester,1.4,30,Afternoon,0,Enterprise,Different City,6.5,678106,11,1
Software Engineer,8.9,45,Afternoon,0,Enterprise,Different City,8.1,706297,1,0
Frontend Developer,3.5,60,Morning,2,Enterprise,Same City,3.3,803095,13,0
Frontend Developer,1.5,15,Morning,1,Mid-size,Different City,7.9,1367201,5,1
QA Tester,0.3,60,Afternoon,0,Mid-size,Same City,7.2,568461,18,0
QA Tester,6.5,45,Morning,0,Enterprise,Different City,3.9,683194,14,0
Backend Developer,6.4,60,Evening,0,Enterprise,Same City,5.9,1331858,13,0
Data Analyst,3.4,30,Morning,0,Mid-size,Same City,2.3,1014634,7,0
QA Tester,0.7,30,Evening,0,Enterprise,Same City,5.1,380843,8,0
QA Tester,4.1,90,Evening,0,Mid-size,Same City,8.9,882621,18,0
Software Engineer,3.1,30,Morning,0,Mid-size,Same City,4.8,405205,7,0
Frontend Developer,6.8,60,Morning,0,Mid-size,Different City,8.6,773566,17,0
Data Analyst,6.1,30,Evening,0,Startup,Same City,6.3,824605,16,0
Software Engineer,3.6,45,Evening,0,Startup,Different City,2.7,1426454,11,1
Backend Developer,2.2,30,Afternoon,1,Startup,Same City,6.2,1407321,19,0
Backend Developer,9.9,45,Morning,2,Mid-size,Same City,5.6,641374,1,1
QA Tester,4.5,30,Afternoon,0,Mid-size,Same City,4.6,840238,8,0
QA Tester,6.9,15,Afternoon,0,Mid-size,Same City,2.1,833900,1,0
Backend Developer,1.4,30,Morning,3,Enterprise,Different City,4.8,314873,9,1
QA Tester,4.9,15,Afternoon,0,Mid-size,Same City,1.7,992138,19,0
Data Analyst,0.3,90,Morning,0,Mid-size,Same City,1.9,443074,9,1
QA Tester,5.1,90,Morning,0,Startup,Same City,4.7,1220012,10,0
Frontend Developer,9.6,30,Morning,0,Startup,Different City,3.7,743936,11,0
QA Tester,3.8,45,Morning,0,Enterprise,Same City,9.3,943739,1,0
Software Engineer,0.4,30,Morning,2,Mid-size,Same City,4.4,1158312,8,1
Data Analyst,0.3,45,Afternoon,0,Enterprise,Same City,7.8,1199180,12,0
Software Engineer,3.9,60,Morning,0,Startup,Same City,5.8,1124024,1,0
Software Engineer,1.6,90,Morning,2,Mid-size,Same City,7.3,618708,10,1
Frontend Developer,0.2,30,Morning,0,Startup,Different City,3.3,1252987,4,0
Data Analyst,7.6,60,Evening,0,Startup,Same City,9.5,427182,15,0
Data Analyst,4.6,30,Afternoon,0,Startup,Same City,5.8,1259241,19,0
Data Analyst,2.9,90,Afternoon,0,Startup,Same City,8.5,647968,6,0
Data Analyst,9.0,15,Afternoon,0,Mid-size,Same City,4.3,728921,5,0
Data Analyst,1.2,45,Evening,0,Startup,Same City,1.9,360282,5,0
Frontend Developer,9.6,45,Morning,0,Enterprise,Different City,7.1,1208999,18,0
QA Tester,3.1,45,Afternoon,1,Mid-size,Different City,1.1,471538,3,1
Software Engineer,8.9,15,Afternoon,0,Startup,Different City,5.3,441958,2,0
Data Analyst,6.0,90,Afternoon,0,Startup,Different City,2.7,582703,4,1
QA Tester,8.3,15,Morning,0,Mid-size,Same City,6.6,1021393,18,0
QA Tester,9.8,45,Afternoon,0,Startup,Same City,9.8,1484491,9,0
Software Engineer,2.9,30,Morning,0,Enterprise,Same City,5.2,851025,19,0
Frontend Developer,9.6,30,Afternoon,2,Enterprise,Same City,8.4,1381022,10,0
Backend Developer,3.9,45,Afternoon,0,Startup,Same City,5.6,1387143,15,0
Backend Developer,3.9,30,Morning,0,Mid-size,Same City,5.5,1060068,1,0
QA Tester,3.4,15,Evening,1,Startup,Same City,9.4,432506,11,0
Software Engineer,5.4,15,Morning,0,Mid-size,Different City,9.0,1382442,14,0
Backend Developer,1.5,30,Evening,0,Mid-size,Different City,8.1,312726,10,1
QA Tester,5.5,60,Afternoon,1,Startup,Different City,3.7,1117333,19,1
Frontend Developer,5.4,60,Morning,2,Startup,Same City,5.9,915468,16,1
Backend Developer,7.6,15,Morning,1,Mid-size,Same City,3.0,843184,8,1
QA Tester,8.3,30,Evening,0,Mid-size,Same City,5.0,423625,2,0
QA Tester,4.4,15,Morning,0,Startup,Same City,5.4,1019680,7,0
Data Analyst,3.0,15,Morning,1,Mid-size,Same City,8.5,253625,19,0
Frontend Developer,2.6,45,Morning,0,Mid-size,Same City,9.1,1336813,7,0
Data Analyst,1.9,45,Afternoon,0,Enterprise,Same City,4.7,251223,15,0
Software Engineer,0.6,15,Afternoon,2,Startup,Same City,1.2,440375,8,0
Data Analyst,3.4,30,Morning,0,Enterprise,Same City,8.8,315197,14,1
Data Analyst,2.7,15,Morning,1,Mid-size,Same City,2.6,1059634,1,0
Backend Developer,9.7,60,Morning,0,Startup,Same City,6.6,1155846,13,0
QA Tester,5.6,90,Morning,0,Mid-size,Same City,1.2,1350100,3,0
Frontend Developer,3.5,15,Afternoon,0,Mid-size,Same City,4.6,652576,6,0
Data Analyst,5.8,30,Afternoon,1,Enterprise,Same City,9.9,610372,19,1
Frontend Developer,1.4,60,Morning,0,Startup,Same City,1.9,1403331,15,0
Data Analyst,4.4,90,Morning,0,Mid-size,Different City,4.8,528137,4,0
Software Engineer,6.3,30,Morning,1,Mid-size,Different City,3.8,1087991,3,0
Data Analyst,4.9,15,Evening,1,Enterprise,Same City,9.1,533392,4,1
Backend Developer,4.0,15,Evening,3,Mid-size,Same City,8.8,1172531,5,1
QA Tester,9.9,45,Evening,0,Enterprise,Same City,3.1,259012,18,1
Software Engineer,8.8,30,Morning,0,Enterprise,Same City,1.7,1324399,10,1
Data Analyst,6.2,15,Morning,3,Startup,Same City,6.6,1345603,8,1
Frontend Developer,5.7,45,Morning,0,Enterprise,Same City,4.0,595938,12,0
Software Engineer,6.2,15,Morning,0,Enterprise,Same City,7.0,1061531,3,0
Software Engineer,2.0,60,Afternoon,0,Startup,Same City,1.3,1073424,18,1
Data Analyst,4.0,30,Afternoon,1,Mid-size,Different City,2.2,1156374,8,1
Software Engineer,0.4,15,Evening,0,Mid-size,Same City,7.2,1264416,1,0
Frontend Developer,4.8,45,Evening,1,Startup,Different City,2.9,1440625,14,1
Software Engineer,5.4,30,Morning,0,Startup,Same City,8.7,1223738,13,1
Frontend Developer,2.3,90,Afternoon,0,Startup,Same City,1.5,952736,12,1
Data Analyst,9.6,45,Morning,0,Startup,Different City,2.9,1307794,3,1
QA Tester,9.1,30,Morning,0,Mid-size,Different City,10.0,1319077,18,0
Software Engineer,7.2,45,Afternoon,0,Startup,Same City,4.9,983349,13,1
QA Tester,5.3,30,Morning,0,Enterprise,Same City,7.3,878021,15,0
Frontend Developer,8.7,90,Afternoon,0,Enterprise,Same City,2.6,527354,10,1
Software Engineer,1.3,30,Morning,1,Startup,Same City,6.5,1427052,1,1
Backend Developer,7.9,45,Afternoon,1,Mid-size,Different City,7.5,950849,6,0
QA Tester,1.2,15,Afternoon,1,Mid-size,Different City,3.8,473989,9,0
Software Engineer,7.9,30,Morning,0,Enterprise,Same City,8.5,1100153,10,1
QA Tester,2.8,60,Evening,0,Startup,Same City,6.4,738260,15,1
Software Engineer,8.8,60,Morning,0,Startup,Same City,4.5,729894,9,0
Data Analyst,9.4,30,Afternoon,2,Enterprise,Same City,6.0,1470598,14,0
QA Tester,1.5,30,Afternoon,1,Enterprise,Different City,6.2,446983,11,1
Backend Developer,4.6,60,Afternoon,1,Enterprise,Different City,2.5,601477,7,1
Backend Developer,9.8,90,Evening,0,Enterprise,Same City,4.6,759590,2,0
Frontend Developer,4.8,15,Morning,0,Startup,Same City,4.1,1336356,14,1
Software Engineer,8.6,30,Afternoon,0,Mid-size,Same City,4.6,1198244,6,0
QA Tester,5.9,30,Afternoon,0,Startup,Same City,7.8,1032734,5,0
Frontend Developer,3.8,60,Evening,0,Startup,Different City,5.3,774338,5,1
QA Tester,2.9,15,Morning,2,Enterprise,Same City,9.5,1174094,19,0
Software Engineer,2.0,30,Afternoon,0,Startup,Same City,3.6,814493,19,0
Backend Developer,7.6,60,Afternoon,0,Mid-size,Same City,4.7,918465,6,0
Data Analyst,3.9,15,Morning,0,Enterprise,Different City,8.1,679857,10,0
Backend Developer,5.1,30,Afternoon,2,Startup,Same City,5.9,1297813,14,0
Frontend Developer,4.9,30,Morning,0,Enterprise,Different City,5.9,423104,17,0
Data Analyst,5.8,30,Afternoon,1,Enterprise,Different City,1.5,550660,3,1
Frontend Developer,8.7,30,Evening,2,Mid-size,Different City,4.6,599301,1,1
Software Engineer,9.8,45,Afternoon,0,Startup,Same City,3.4,369558,10,0
Data Analyst,4.1,15,Afternoon,0,Mid-size,Same City,10.0,552944,3,0
Frontend Developer,8.3,45,Afternoon,0,Mid-size,Same City,3.8,810076,5,0
Software Engineer,7.6,60,Morning,0,Mid-size,Same City,9.0,1419330,19,0
Backend Developer,5.7,60,Morning,1,Startup,Same City,7.1,538384,10,0
Software Engineer,9.6,15,Afternoon,1,Enterprise,Same City,4.1,754204,16,1
QA Tester,2.0,15,Morning,0,Startup,Same City,5.9,654138,1,0
Software Engineer,1.1,30,Morning,0,Enterprise,Different City,8.6,1100630,6,0
Software Engineer,8.5,30,Afternoon,0,Startup,Same City,9.0,524233,9,0
QA Tester,4.4,30,Morning,0,Mid-size,Same City,2.4,806888,5,0
Frontend Developer,8.5,45,Morning,0,Enterprise,Different City,4.1,427248,14,0
Frontend Developer,8.9,15,Afternoon,0,Startup,Different City,4.0,1114784,10,0
Software Engineer,0.6,15,Morning,0,Startup,Different City,1.4,598109,2,1
QA Tester,8.8,30,Evening,1,Mid-size,Different City,6.4,637684,5,1
QA Tester,4.5,45,Evening,0,Enterprise,Different City,8.7,1067847,1,0
Backend Developer,5.1,15,Afternoon,0,Mid-size,Same City,4.4,1280358,10,0
Frontend Developer,6.3,45,Morning,0,Mid-size,Same City,7.7,1370471,9,1
Data Analyst,9.3,30,Afternoon,2,Startup,Same City,6.6,1116332,3,0
Frontend Developer,0.2,60,Evening,0,Enterprise,Same City,4.4,1357226,15,1
Frontend Developer,4.8,60,Afternoon,0,Enterprise,Same City,2.3,1299191,4,0
Backend Developer,6.9,30,Morning,0,Mid-size,Same City,7.4,950972,13,0
Data Analyst,7.2,30,Afternoon,1,Enterprise,Same City,8.7,1114369,6,1
Backend Developer,6.9,30,Evening,0,Mid-size,Same City,7.2,772915,17,1
Data Analyst,1.3,30,Afternoon,1,Mid-size,Same City,1.2,619956,5,0
Software Engineer,3.0,45,Afternoon,3,Startup,Different City,2.9,1281362,15,1
Data Analyst,3.6,60,Afternoon,1,Mid-size,Same City,1.6,580019,8,0
Backend Developer,8.0,45,Afternoon,0,Mid-size,Different City,6.1,1360276,5,0
Frontend Developer,2.8,60,Morning,0,Startup,Same City,7.8,258109,13,0
Data Analyst,2.1,30,Afternoon,0,Mid-size,Different City,2.0,273758,1,0
Data Analyst,9.6,15,Morning,3,Enterprise,Different City,8.5,993987,1,1
QA Tester,0.1,45,Afternoon,0,Mid-size,Same City,6.0,1145024,7,0
Frontend Developer,10.0,30,Morning,0,Mid-size,Same City,7.2,787605,5,0
Software Engineer,6.8,45,Afternoon,1,Enterprise,Same City,9.7,450073,14,1
Backend Developer,8.3,30,Morning,0,Startup,Different City,1.8,1218927,15,1
Software Engineer,2.9,15,Afternoon,0,Mid-size,Different City,9.1,1324198,17,1
Frontend Developer,0.1,90,Afternoon,0,Enterprise,Different City,2.1,758911,18,1
Data Analyst,7.4,15,Morning,0,Mid-size,Same City,4.5,781088,7,0
Data Analyst,8.3,90,Morning,1,Mid-size,Same City,8.7,483259,18,0
Frontend Developer,7.4,90,Morning,0,Startup,Different City,9.2,907960,19,0
Data Analyst,1.4,60,Evening,0,Enterprise,Same City,5.6,528833,7,0
Data Analyst,7.5,45,Afternoon,0,Mid-size,Same City,6.3,1117891,8,0
Data Analyst,7.7,45,Afternoon,1,Enterprise,Same City,7.4,288469,13,1
Backend Developer,6.6,60,Morning,1,Mid-size,Different City,8.5,1096444,18,0
Backend Developer,7.7,30,Afternoon,0,Mid-size,Same City,2.1,1358597,11,1
QA Tester,8.5,30,Evening,0,Enterprise,Same City,8.3,431854,9,1
Software Engineer,6.1,45,Evening,0,Mid-size,Same City,5.3,718735,1,0
Frontend Developer,0.9,30,Afternoon,2,Mid-size,Different City,5.1,774493,8,1
Frontend Developer,4.9,30,Morning,0,Mid-size,Same City,4.8,1129377,12,0
Frontend Developer,0.8,30,Morning,1,Enterprise,Same City,5.6,1311018,2,0
QA Tester,4.1,45,Morning,0,Mid-size,Same City,9.5,1173195,15,0
Backend Developer,4.1,60,Morning,0,Mid-size,Different City,5.9,288909,18,1
QA Tester,0.7,30,Morning,0,Startup,Different City,9.6,531648,17,1
Frontend Developer,3.5,90,Morning,2,Enterprise,Different City,2.6,1394274,15,1
Software Engineer,1.1,45,Morning,0,Startup,Same City,7.5,1206302,9,0
Data Analyst,8.1,60,Evening,2,Mid-size,Different City,8.3,954690,3,1
Backend Developer,9.5,45,Afternoon,0,Mid-size,Same City,7.1,337087,19,0
Backend Developer,0.7,60,Evening,0,Mid-size,Same City,6.5,987392,18,1
QA Tester,9.6,15,Afternoon,0,Mid-size,Same City,6.1,1340292,8,0
Backend Developer,5.2,60,Morning,1,Startup,Same City,8.7,428054,1,1
